ID	probeset_id	ORF	synonym	pid	description	"	probe.id"
eco_gcs1_t06576	eco2355	ypeA	b2434	90111435	"putative	acetyltransferase	"	"eco_gcs1_t06576;eco_gcs1_t06577																	"
eco_gcs1_t01566	eco0616	mrdA	b0635	16128618	"transpeptidase	involved	in	peptidoglycan	synthesis	(penicillin-binding	protein	2)	"	"eco_gcs1_t01566;eco_gcs1_t01569;eco_gcs1_t01564;eco_gcs1_t01568;eco_gcs1_t01565;eco_gcs1_t01567											"
eco_gcs1_t07003	eco2522	yfiB	b2605	16130526	"predicted	outer	membrane	lipoprotein	"	"eco_gcs1_t07003;eco_gcs1_t07002;eco_gcs1_t07001															"
eco_gcs1_t11279	eco4178	yjiN	b4336	16132157	"conserved	inner	membrane	protein	"	"eco_gcs1_t11279;eco_gcs1_t11281;eco_gcs1_t11280															"
eco_gcs1_t03388	eco1276	ompG	b1319	16129280	"outer	membrane	porin	"	"eco_gcs1_t03388;eco_gcs1_t03391;eco_gcs1_t03389;eco_gcs1_t03392;eco_gcs1_t03390																"
eco_gcs1_t07827	eco2825	fbaA	b2925	16130826	"fructose-bisphosphate	aldolase	"	"eco_gcs1_t07827;eco_gcs1_t07826;eco_gcs1_t07825																	"
eco_gcs1_t03021	eco1140	umuD	b1183	16129146	"DNA	polymerase	V,	subunit	D	"	"eco_gcs1_t03021														"
eco_gcs1_t07284	eco2646	ygbM	b2739	16130646	"hypothetical	protein	"	"eco_gcs1_t07284;eco_gcs1_t07283;eco_gcs1_t07282																	"
eco_gcs1_t07045	eco2538	yfjH	b2623	16130541	"CP4-57	prophage;	predicted	protein	"	"eco_gcs1_t07045;eco_gcs1_t07042;eco_gcs1_t07041;eco_gcs1_t07046;eco_gcs1_t07044;eco_gcs1_t07043															"
eco_gcs1_t06409	eco2297	evgS	b2370	16130302	"hybrid	sensory	histidine	kinase	in	two-component	regulatory	system	with	EvgA	"	"eco_gcs1_t06409;eco_gcs1_t06401;eco_gcs1_t06406;eco_gcs1_t06413;eco_gcs1_t06405;eco_gcs1_t06412;eco_gcs1_t06404;eco_gcs1_t06414;eco_gcs1_t06402;eco_gcs1_t06411;eco_gcs1_t06403;eco_gcs1_t06410;eco_gcs1_t06407;eco_gcs1_t06408									"
eco_gcs1_t10218	eco3746	rbn	b3886	16131726	"ribonuclease	BN	"	"eco_gcs1_t10218;eco_gcs1_t10219;eco_gcs1_t10220																	"
eco_gcs1_t08218	eco2987	exuT	b3093	16130988	"hexuronate	transporter	"	"eco_gcs1_t08218;eco_gcs1_t08221;eco_gcs1_t08219;eco_gcs1_t08220																	"
eco_gcs1_t04821	eco1742	yeaN	b1791	16129745	"predicted	transporter	"	"eco_gcs1_t04821;eco_gcs1_t04820;eco_gcs1_t04819;eco_gcs1_t04822;eco_gcs1_t04818																	"
eco_gcs1_t04601	eco1671	thrS	b1719	16129675	"threonyl-tRNA	synthetase	"	"eco_gcs1_t04601;eco_gcs1_t04602;eco_gcs1_t04604;eco_gcs1_t04603;eco_gcs1_t04598;eco_gcs1_t04597;eco_gcs1_t04600;eco_gcs1_t04599																	"
eco_gcs1_t04612	eco1676	yniA	b1725	16129679	"predicted	phosphotransferase/kinase	"	"eco_gcs1_t04612;eco_gcs1_t04615;eco_gcs1_t04614;eco_gcs1_t04613																	"
eco_gcs1_t03493	eco1306	recT	b1349	16129310	"Rac	prophage;	recombination	and	repair	protein	"	"eco_gcs1_t03493;eco_gcs1_t03489;eco_gcs1_t03491;eco_gcs1_t03488;eco_gcs1_t03490;eco_gcs1_t03492													"
eco_gcs1_t10267	eco3767	rhaT	b3907	16131747	"L-rhamnose:proton	symporter	"	"eco_gcs1_t10267;eco_gcs1_t10266;eco_gcs1_t10268;eco_gcs1_t10265																	"
eco_gcs1_t08334	eco3034	yraJ	b3144	16131036	"predicted	outer	membrane	protein	"	"eco_gcs1_t08334;eco_gcs1_t08336;eco_gcs1_t08335;eco_gcs1_t08337;eco_gcs1_t08340;eco_gcs1_t08333;eco_gcs1_t08338;eco_gcs1_t08342;eco_gcs1_t08341;eco_gcs1_t08339															"
eco_gcs1_t05402	eco1947	yeeE	b2013	16129954	"predicted	inner	membrane	protein	"	"eco_gcs1_t05402;eco_gcs1_t05403;eco_gcs1_t05404;eco_gcs1_t05401;eco_gcs1_t05400;eco_gcs1_t05405															"
eco_gcs1_t01256	eco0506	cysS	b0526	16128510	"cysteinyl-tRNA	synthetase	"	"eco_gcs1_t01256;eco_gcs1_t01255;eco_gcs1_t01253;eco_gcs1_t01252;eco_gcs1_t01254																	"
eco_gcs1_t06291	eco2265	yfcU	b2338	49176212	"predicted	export	usher	protein	"	"eco_gcs1_t06291;eco_gcs1_t06294;eco_gcs1_t06297;eco_gcs1_t06292;eco_gcs1_t06295;eco_gcs1_t06293;eco_gcs1_t06296															"
eco_gcs1_t01972	eco0762	dinG	b0799	16128767	"ATP-dependent	DNA	helicase	"	"eco_gcs1_t01972;eco_gcs1_t01973;eco_gcs1_t01971;eco_gcs1_t01970;eco_gcs1_t01969;eco_gcs1_t01974																"
eco_gcs1_t02948	eco1116	mcrA	b1159	16129122	"e14	prophage;	5-methylcytosine-specific	restriction	endonuclease	B	"	"eco_gcs1_t02948;eco_gcs1_t02947;eco_gcs1_t02951;eco_gcs1_t02950;eco_gcs1_t02949;eco_gcs1_t02952													"
eco_gcs1_t00651	eco0277	yagU	b0287	16128272	"conserved	inner	membrane	protein	"	"eco_gcs1_t00651;eco_gcs1_t00652;eco_gcs1_t00653;eco_gcs1_t00655;eco_gcs1_t00654															"
eco_gcs1_t10649	eco3915	acs	b4069	16131895	"acetyl-coenzyme	A	synthetase	"	"eco_gcs1_t10649;eco_gcs1_t10648;eco_gcs1_t10650																"
eco_gcs1_t01596	eco0627	djlB	b0646	16128629	"predicted	chaperone	"	"eco_gcs1_t01596;eco_gcs1_t01597;eco_gcs1_t01601;eco_gcs1_t01600;eco_gcs1_t01599;eco_gcs1_t01598																	"
eco_gcs1_t02953	eco1117	elbA	b1160	16129123	"hypothetical	protein	"	"eco_gcs1_t02953;eco_gcs1_t02954;eco_gcs1_t02955																	"
eco_gcs1_t06077	eco2178	ais	b2252	16130187	"hypothetical	protein	"	"eco_gcs1_t06077;eco_gcs1_t06081;eco_gcs1_t06079;eco_gcs1_t06080;eco_gcs1_t06076;eco_gcs1_t06078																	"
eco_gcs1_t00159	eco0074	leuA	b0074	16128068	"2-isopropylmalate	synthase	"	"eco_gcs1_t00159;eco_gcs1_t00160;eco_gcs1_t00158;eco_gcs1_t00161																	"
eco_gcs1_t04398	eco1599	ydhK	b1645	16129603	"conserved	inner	membrane	protein	"	"eco_gcs1_t04398;eco_gcs1_t04399;eco_gcs1_t04400;eco_gcs1_t04397															"
eco_gcs1_t03797	eco1404	yncC	b1450	90111276	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t03797;eco_gcs1_t03795;eco_gcs1_t03796;eco_gcs1_t03798;eco_gcs1_t03799															"
eco_gcs1_t05385	eco1943	sbmC	b2009	16129950	"DNA	gyrase	inhibitor	"	"eco_gcs1_t05385;eco_gcs1_t05387;eco_gcs1_t05386																"
eco_gcs1_t03802	eco1405	yncD	b1451	16129410	"predicted	iron	outer	membrane	transporter	"	"eco_gcs1_t03802;eco_gcs1_t03800;eco_gcs1_t03803;eco_gcs1_t03801;eco_gcs1_t03804														"
eco_gcs1_t08635	eco3149	envR	b3264	16131152	"DNA-binding	transcriptional	regulator	"	"eco_gcs1_t08635;eco_gcs1_t08632;eco_gcs1_t08634;eco_gcs1_t08633;eco_gcs1_t08636																"
eco_gcs1_t04593	eco1665	pheT	b1713	16129669	"phenylalanyl-tRNA	synthetase	beta	subunit	"	"eco_gcs1_t04593;eco_gcs1_t04591;eco_gcs1_t04590;eco_gcs1_t04592;eco_gcs1_t04589															"
eco_gcs1_t03151	eco1193	rssB	b1235	16129196	"response	regulator	of	RpoS	"	"eco_gcs1_t03151;eco_gcs1_t03154;eco_gcs1_t03153;eco_gcs1_t03152;eco_gcs1_t03155;eco_gcs1_t03156															"
eco_gcs1_t01626	eco0634	gltK	b0653	16128636	"glutamate	and	aspartate	transporter	subunit	"	"eco_gcs1_t01626;eco_gcs1_t01627;eco_gcs1_t01625														"
eco_gcs1_t02448	eco0923	yccF	b0961	16128928	"conserved	inner	membrane	protein	"	"eco_gcs1_t02448;eco_gcs1_t02447;eco_gcs1_t02446															"
eco_gcs1_t04858	eco1756	fadD	b1805	16129759	"acyl-CoA	synthase	"	"eco_gcs1_t04858;eco_gcs1_t04861;eco_gcs1_t04859;eco_gcs1_t04862;eco_gcs1_t04860																	"
eco_gcs1_t06782	eco2441	pbpC	b2519	16130444	"fused	transglycosylase/transpeptidase	"	"eco_gcs1_t06782;eco_gcs1_t06781;eco_gcs1_t06783;eco_gcs1_t06784;eco_gcs1_t06780																	"
eco_gcs1_t12147	eco3944	phnJ	b4098	16131924	"carbon-phosphorus	lyase	complex	subunit	"	"eco_gcs1_t12147;eco_gcs1_t12146;eco_gcs1_t12148;eco_gcs1_t12150;eco_gcs1_t12151;eco_gcs1_t12149															"
eco_gcs1_t06891	eco2480	yfhD	b2558	16130483	"predicted	transglycosylase	"	"eco_gcs1_t06891;eco_gcs1_t06888;eco_gcs1_t06887;eco_gcs1_t06890;eco_gcs1_t06889																	"
eco_gcs1_t05472	eco1969	wbbH	b2035	16129975	"O-antigen	polymerase	"	"eco_gcs1_t05472;eco_gcs1_t05473;eco_gcs1_t05470;eco_gcs1_t05469;eco_gcs1_t05468;eco_gcs1_t05471																	"
eco_gcs1_t06202	eco2223	ackA	b2296	16130231	"acetate	kinase	"	"eco_gcs1_t06202;eco_gcs1_t06204;eco_gcs1_t06203;eco_gcs1_t06205;eco_gcs1_t06200;eco_gcs1_t06201																	"
eco_gcs1_t06195	eco2221	yfbU	b2294	90111415	"hypothetical	protein	"	"eco_gcs1_t06195;eco_gcs1_t06196;eco_gcs1_t06197;eco_gcs1_t06198																	"
eco_gcs1_t05717	eco2047	yehL	b2119	90111389	"predicted	transporter	subunit:	ATP-binding	component	of	ABC	superfamily	"	"eco_gcs1_t05717;eco_gcs1_t05718											"
eco_gcs1_t11115	eco4115	yjgW	b4274	16132095	"KpLE2	phage-like	element;	predicted	protein	"	"eco_gcs1_t11115;eco_gcs1_t11114														"
eco_gcs1_t07057	eco2541	yfjJ	b2626	16130544	"CP4-57	prophage;	predicted	protein	"	"eco_gcs1_t07057;eco_gcs1_t07058;eco_gcs1_t07059;eco_gcs1_t07056;eco_gcs1_t07055;eco_gcs1_t07060															"
eco_gcs1_t07657	eco2768	xdhA	b2866	16130768	"xanthine	dehydrogenase,	molybdenum	binding	subunit	"	"eco_gcs1_t07657;eco_gcs1_t07656;eco_gcs1_t07653;eco_gcs1_t07659;eco_gcs1_t07655;eco_gcs1_t07652;eco_gcs1_t07654;eco_gcs1_t07658														"
eco_gcs1_t02125	eco0826	artI	b0863	16128831	"arginine	transporter	subunit	"	"eco_gcs1_t02125;eco_gcs1_t02124																"
eco_gcs1_t08663	eco3156	yhdZ	b3271	16131159	"predicted	amino-acid	transporter	subunit	"	"eco_gcs1_t08663;eco_gcs1_t08664;eco_gcs1_t08662															"
eco_gcs1_t01267	eco0511	sfmC	b0531	16128515	"pilin	chaperone,	periplasmic	"	"eco_gcs1_t01267;eco_gcs1_t01266;eco_gcs1_t01262;eco_gcs1_t01265;eco_gcs1_t01264;eco_gcs1_t01263																"
eco_gcs1_t06958	eco2509	kgtP	b2587	16130512	"alpha-ketoglutarate	transporter	"	"eco_gcs1_t06958;eco_gcs1_t06957;eco_gcs1_t06960;eco_gcs1_t06961;eco_gcs1_t06956;eco_gcs1_t06959																	"
eco_gcs1_t04478	eco1625	ydhV	b1673	16129629	"predicted	oxidoreductase	"	"eco_gcs1_t04478;eco_gcs1_t04474;eco_gcs1_t04471;eco_gcs1_t04476;eco_gcs1_t04477;eco_gcs1_t04472;eco_gcs1_t04475;eco_gcs1_t04473																	"
eco_gcs1_t03810	eco1407	ansP	b1453	90111277	"L-asparagine	transporter	"	"eco_gcs1_t03810;eco_gcs1_t03813;eco_gcs1_t03814;eco_gcs1_t03812;eco_gcs1_t03811																	"
eco_gcs1_t04363	eco1585	rsxG	b1631	16129589	"electron	transport	complex	protein	RnfG	"	"eco_gcs1_t04363														"
eco_gcs1_t10777	eco3969	dcuB	b4123	16131949	"C4-dicarboxylate	antiporter	"	"eco_gcs1_t10777;eco_gcs1_t10778																	"
eco_gcs1_t01152	eco0468	ybaT	b0486	16128470	"predicted	transporter	"	"eco_gcs1_t01152;eco_gcs1_t01154;eco_gcs1_t01155;eco_gcs1_t01156;eco_gcs1_t01153																	"
eco_gcs1_t07537	eco2730	thyA	b2827	16130731	"thymidylate	synthase	"	"eco_gcs1_t07537;eco_gcs1_t07538;eco_gcs1_t07536																	"
eco_gcs1_t08233	eco2996	yqjG	b3102	16130997	"predicted	S-transferase	"	"eco_gcs1_t08233;eco_gcs1_t08232;eco_gcs1_t08234																	"
eco_gcs1_t12082	eco3653	rhoL	b3782	16131638	"rho	operon	leader	peptide	"	"eco_gcs1_t12082															"
eco_gcs1_t11103	eco4110	idnK	b4268	16132090	"D-gluconate	kinase,	thermosensitive	"	"eco_gcs1_t11103;eco_gcs1_t11102																"
eco_gcs1_t04894	eco1769	manY	b1818	16129772	"mannose-specific	enzyme	IIC	component	of	PTS	"	"eco_gcs1_t04894													"
eco_gcs1_t09844	eco3608	pstS	b3728	16131596	"phosphate	transporter	subunit	"	"eco_gcs1_t09844;eco_gcs1_t09845;eco_gcs1_t09843																"
eco_gcs1_t11810	eco2141	ada	b2213	16130150	"fused	DNA-binding	transcriptional	dual	regulator/O6-methylguanine-DNA	methyltransferase	"	"eco_gcs1_t11810;eco_gcs1_t11809;eco_gcs1_t11811													"
eco_gcs1_t04555	eco1652	ydiT	b1700	16129656	"predicted	4Fe-4S	ferredoxin-type	protein	"	"eco_gcs1_t04555;eco_gcs1_t04556															"
eco_gcs1_t12109	eco3834	rplJ	b3985	16131815	"50S	ribosomal	protein	L10	"	"eco_gcs1_t12109;eco_gcs1_t12108															"
eco_gcs1_t07689	eco2776	yqeA	b2874	16130776	"predicted	amino	acid	kinase	"	"eco_gcs1_t07689;eco_gcs1_t07686;eco_gcs1_t07688;eco_gcs1_t07687;eco_gcs1_t07685															"
eco_gcs1_t09911	eco3633	rbsR	b3753	16131621	"DNA-binding	transcriptional	repressor	of	ribose	metabolism	"	"eco_gcs1_t09911;eco_gcs1_t09912;eco_gcs1_t09910;eco_gcs1_t09913													"
eco_gcs1_t11938	eco2639	ygbA	b2732	16130639	"hypothetical	protein	"	"eco_gcs1_t11938;eco_gcs1_t11939																	"
eco_gcs1_t00498	eco0199	yafC	b0208	16128195	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t00498;eco_gcs1_t00501;eco_gcs1_t00502;eco_gcs1_t00500;eco_gcs1_t00499															"
eco_gcs1_t07013	eco2528	ypjD	b2611	49176245	"predicted	inner	membrane	protein	"	"eco_gcs1_t07013;eco_gcs1_t07014;eco_gcs1_t07012															"
eco_gcs1_t11300	eco4185	yjiV	b4486	49176493	"conserved	protein	(pseudogene)	"	"eco_gcs1_t11300;eco_gcs1_t11298;eco_gcs1_t11301;eco_gcs1_t11304;eco_gcs1_t11303;eco_gcs1_t11302;eco_gcs1_t11305;eco_gcs1_t11299																"
eco_gcs1_t04025	eco1463	ydeK	b1510	16129469	"predicted	lipoprotein	"	"eco_gcs1_t04025;eco_gcs1_t04022;eco_gcs1_t04019;eco_gcs1_t04018;eco_gcs1_t04020;eco_gcs1_t04015;eco_gcs1_t04027;eco_gcs1_t04026;eco_gcs1_t04017;eco_gcs1_t04024;eco_gcs1_t04016;eco_gcs1_t04021;eco_gcs1_t04023																	"
eco_gcs1_t12107	eco3832	rplK	b3983	16131813	"50S	ribosomal	protein	L11	"	"eco_gcs1_t12107;eco_gcs1_t12106															"
eco_gcs1_t02192	eco0851	lrp	b0889	16128856	"DNA-binding	transcriptional	dual	regulator,	leucine-binding	"	"eco_gcs1_t02192;eco_gcs1_t02193;eco_gcs1_t02194;eco_gcs1_t02195														"
eco_gcs1_t09071	eco3325	ugpQ	b3449	16131321	"cytoplasmic	glycerophosphodiester	phosphodiesterase	"	"eco_gcs1_t09071																"
eco_gcs1_t05653	eco2027	fbaB	b2097	90111385	"fructose-bisphosphate	aldolase	"	"eco_gcs1_t05653;eco_gcs1_t05650;eco_gcs1_t05654;eco_gcs1_t05651;eco_gcs1_t05652																	"
eco_gcs1_t11468	eco0105	ppdD	b0108	16128101	"predicted	major	pilin	subunit	"	"eco_gcs1_t11468															"
eco_gcs1_t07466	eco2707	fucP	b2801	16130708	"L-fucose	transporter	"	"eco_gcs1_t07466;eco_gcs1_t07463;eco_gcs1_t07461;eco_gcs1_t07465;eco_gcs1_t07462;eco_gcs1_t07464																	"
eco_gcs1_t06772	eco2436	hisS	b2514	16130439	"histidyl-tRNA	synthetase	"	"eco_gcs1_t06772;eco_gcs1_t06771																	"
eco_gcs1_t10518	eco3866	yjbB	b4020	16131846	"predicted	transporter	"	"eco_gcs1_t10518;eco_gcs1_t10519;eco_gcs1_t10516;eco_gcs1_t10517																	"
eco_gcs1_t07579	eco2745	kduD	b2842	16130746	"2-deoxy-D-gluconate	3-dehydrogenase	"	"eco_gcs1_t07579;eco_gcs1_t07580																	"
eco_gcs1_t03286	eco1234	acnA	b1276	16129237	"aconitate	hydratase	"	"eco_gcs1_t03286;eco_gcs1_t03287;eco_gcs1_t03285;eco_gcs1_t03283;eco_gcs1_t03284;eco_gcs1_t03288;eco_gcs1_t03289																	"
eco_gcs1_t00504	eco0201	yafE	b0210	16128197	"predicted	S-adenosyl-L-methionine-dependent	methyltransferase	"	"eco_gcs1_t00504;eco_gcs1_t00505;eco_gcs1_t00506																"
eco_gcs1_t10499	eco3862	aceK	b4016	16131842	"bifunctional	isocitrate	dehydrogenase	kinase/phosphatase	protein	"	"eco_gcs1_t10499;eco_gcs1_t10497;eco_gcs1_t10495;eco_gcs1_t10498;eco_gcs1_t10496														"
eco_gcs1_t02410	eco0912	pqiA	b0950	16128917	"paraquat-inducible	membrane	protein	A	"	"eco_gcs1_t02410;eco_gcs1_t02409;eco_gcs1_t02407;eco_gcs1_t02406;eco_gcs1_t02408															"
eco_gcs1_t08035	eco2911	ygiQ	b4469	49176302	"hypothetical	protein	"	"eco_gcs1_t08035;eco_gcs1_t08036;eco_gcs1_t08038;eco_gcs1_t08037;eco_gcs1_t08034																	"
eco_gcs1_t10849	eco3998	ampC	b4150	16131975	"beta-lactamase/D-alanine	carboxypeptidase	"	"eco_gcs1_t10849;eco_gcs1_t10851;eco_gcs1_t10850;eco_gcs1_t10852;eco_gcs1_t10853																	"
eco_gcs1_t11349	eco4197	yjiZ	b4356	16132177	"predicted	transporter	"	"eco_gcs1_t11349;eco_gcs1_t11348;eco_gcs1_t11346;eco_gcs1_t11347																	"
eco_gcs1_t11893	eco2467	yphC	b2545	90111455	"predicted	oxidoreductase,	Zn-dependent	and	NAD(P)-binding	"	"eco_gcs1_t11893;eco_gcs1_t11894														"
eco_gcs1_t07700	eco2780	ygfK	b2878	16130780	"predicted	oxidoreductase,	Fe-S	subunit	"	"eco_gcs1_t07700;eco_gcs1_t07704;eco_gcs1_t07701;eco_gcs1_t07708;eco_gcs1_t07703;eco_gcs1_t07705;eco_gcs1_t07698;eco_gcs1_t07699;eco_gcs1_t07707;eco_gcs1_t07706;eco_gcs1_t07702															"
eco_gcs1_t04480	eco1626	ydhY	b1674	16129630	"predicted	4Fe-4S	ferridoxin-type	protein	"	"eco_gcs1_t04480;eco_gcs1_t04479;eco_gcs1_t04481;eco_gcs1_t04482															"
eco_gcs1_t04692	eco1702	ydjY	b1751	90111322	"hypothetical	protein	"	"eco_gcs1_t04692;eco_gcs1_t04691;eco_gcs1_t04690																	"
eco_gcs1_t02649	eco1000	csgA	b1042	16129005	"cryptic	curlin	major	subunit	"	"eco_gcs1_t02649															"
eco_gcs1_t03999	eco1457	ydeS	b1504	16129463	"predicted	fimbrial-like	adhesin	protein	"	"eco_gcs1_t03999;eco_gcs1_t03997;eco_gcs1_t03998;eco_gcs1_t03996															"
eco_gcs1_t02173	eco0845	clpA	b0882	16128850	"ATPase	and	specificity	subunit	of	ClpA-ClpP	ATP-dependent	serine	protease,	chaperone	activity	"	"eco_gcs1_t02173;eco_gcs1_t02174;eco_gcs1_t02170;eco_gcs1_t02172;eco_gcs1_t02171;eco_gcs1_t02176;eco_gcs1_t02175								"
eco_gcs1_t12339	eco4352	rrlD	b3275	49175990	"23S	ribosomal	RNA	"	"eco_gcs1_t12339;eco_gcs1_t12346;eco_gcs1_t12344;eco_gcs1_t12341;eco_gcs1_t12345;eco_gcs1_t12342;eco_gcs1_t12343;eco_gcs1_t12340																"
eco_gcs1_t05272	eco1913	yedY	b1971	16129917	"hypothetical	protein	"	"eco_gcs1_t05272;eco_gcs1_t05274;eco_gcs1_t05273																	"
eco_gcs1_t11804	eco2131	napB	b2203	90111403	"nitrate	reductase,	small,	cytochrome	C550	subunit,	periplasmic	"	"eco_gcs1_t11804												"
eco_gcs1_t10605	eco3898	dnaB	b4052	16131878	"replicative	DNA	helicase	"	"eco_gcs1_t10605;eco_gcs1_t10606;eco_gcs1_t10607																"
eco_gcs1_t05627	eco2021	gatD	b2091	16130029	"galactitol-1-phosphate	dehydrogenase,	Zn-dependent	and	NAD(P)-binding	"	"eco_gcs1_t05627;eco_gcs1_t05632;eco_gcs1_t05631;eco_gcs1_t05629;eco_gcs1_t05628;eco_gcs1_t05630														"
eco_gcs1_t04368	eco1587	nth	b1633	16129591	"DNA	glycosylase	and	apyrimidinic	(AP)	lyase	(endonuclease	III)	"	"eco_gcs1_t04368;eco_gcs1_t04366;eco_gcs1_t04367											"
eco_gcs1_t08950	eco3280	yhgE	b3402	16131279	"predicted	inner	membrane	protein	"	"eco_gcs1_t08950;eco_gcs1_t08948;eco_gcs1_t08947;eco_gcs1_t08951;eco_gcs1_t08949															"
eco_gcs1_t05602	eco2009	mdtB	b2075	16130015	"multidrug	efflux	system,	subunit	B	"	"eco_gcs1_t05602;eco_gcs1_t05601;eco_gcs1_t05603;eco_gcs1_t05600														"
eco_gcs1_t04461	eco1620	ydhS	b1668	16129624	"conserved	protein	with	FAD/NAD(P)-binding	domain	"	"eco_gcs1_t04461;eco_gcs1_t04459;eco_gcs1_t04460;eco_gcs1_t04462;eco_gcs1_t04458;eco_gcs1_t04463														"
eco_gcs1_t06010	eco2155	yfaT	b2229	90111404	"hypothetical	protein	"	"eco_gcs1_t06010;eco_gcs1_t06011																	"
eco_gcs1_t00251	eco0113	lpd	b0116	16128109	"dihydrolipoamide	dehydrogenase	"	"eco_gcs1_t00251;eco_gcs1_t00250;eco_gcs1_t00249																	"
eco_gcs1_t01964	eco0760	rhlE	b0797	16128765	"RNA	helicase	"	"eco_gcs1_t01964;eco_gcs1_t01965;eco_gcs1_t01966																	"
eco_gcs1_t08429	eco3072	yhbE	b3184	16131074	"conserved	inner	membrane	protein	"	"eco_gcs1_t08429															"
eco_gcs1_t09087	eco3338	ftsX	b3462	16131334	"predicted	transporter	subunit:	membrane	component	of	ABC	superfamily	"	"eco_gcs1_t09087;eco_gcs1_t09090;eco_gcs1_t09089;eco_gcs1_t09088;eco_gcs1_t09091											"
eco_gcs1_t05496	eco1974	rfbD	b2040	16129980	"dTDP-4-dehydrorhamnose	reductase	subunit,	NAD(P)-binding,	of	dTDP-L-rhamnose	synthase	"	"eco_gcs1_t05496;eco_gcs1_t05499;eco_gcs1_t05497;eco_gcs1_t05498;eco_gcs1_t05501;eco_gcs1_t05500												"
eco_gcs1_t03646	eco1361	insI-2	b1404	16129365	"IS30	transposase	"	"eco_gcs1_t03646;eco_gcs1_t03647;eco_gcs1_t03643;eco_gcs1_t03645;eco_gcs1_t03648;eco_gcs1_t03644																	"
eco_gcs1_t04648	eco1686	chbR	b1735	16129689	"DNA-binding	transcriptional	dual	regulator	"	"eco_gcs1_t04648;eco_gcs1_t04651;eco_gcs1_t04650;eco_gcs1_t04649;eco_gcs1_t04652;eco_gcs1_t04653															"
eco_gcs1_t07272	eco2641	pphB	b2734	16130641	"serine/threonine-specific	protein	phosphatase	2	"	"eco_gcs1_t07272;eco_gcs1_t07267;eco_gcs1_t07270;eco_gcs1_t07268;eco_gcs1_t07271;eco_gcs1_t07269															"
eco_gcs1_t10319	eco3789	menA	b3930	16131768	"1,4-dihydroxy-2-naphthoate	octaprenyltransferase	"	"eco_gcs1_t10319;eco_gcs1_t10318;eco_gcs1_t10317																	"
eco_gcs1_t06219	eco2230	folX	b2303	16130238	"D-erythro-7,8-dihydroneopterin	triphosphate	2'-epimerase	and	dihydroneopterin	aldolase	"	"eco_gcs1_t06219;eco_gcs1_t06221;eco_gcs1_t06220													"
eco_gcs1_t04961	eco1793	yobA	b1841	16129794	"hypothetical	protein	"	"eco_gcs1_t04961;eco_gcs1_t04960																	"
eco_gcs1_t00315	eco0134	yadL	b0137	16128130	"predicted	fimbrial-like	adhesin	protein	"	"eco_gcs1_t00315;eco_gcs1_t00320;eco_gcs1_t00316;eco_gcs1_t00319;eco_gcs1_t00318;eco_gcs1_t00317															"
eco_gcs1_t03900	eco1441	ddpA	b1487	16129446	"D-ala-D-a	la	transporter	subunit	"	"eco_gcs1_t03900;eco_gcs1_t03899;eco_gcs1_t03903;eco_gcs1_t03898;eco_gcs1_t03901;eco_gcs1_t03902															"
eco_gcs1_t03649	eco1362	ydbC	b1406	16129367	"predicted	oxidoreductase,	NAD(P)-binding	"	"eco_gcs1_t03649;eco_gcs1_t03650;eco_gcs1_t03651																"
eco_gcs1_t05060	eco1826	cutC	b1874	90111351	"copper	homeostasis	protein	"	"eco_gcs1_t05060;eco_gcs1_t05058;eco_gcs1_t05059																"
eco_gcs1_t02394	eco0907	pyrD	b0945	16128912	"dihydroorotate	dehydrogenase	"	"eco_gcs1_t02394;eco_gcs1_t02393;eco_gcs1_t02391;eco_gcs1_t02396;eco_gcs1_t02395;eco_gcs1_t02392																	"
eco_gcs1_t08577	eco3131	tldD	b3244	16131134	"predicted	peptidase	"	"eco_gcs1_t08577;eco_gcs1_t08576;eco_gcs1_t08578																	"
eco_gcs1_t06399	eco2296	evgA	b2369	16130301	"DNA-binding	response	regulator	in	two-component	regulatory	system	with	EvgS	"	"eco_gcs1_t06399;eco_gcs1_t06395;eco_gcs1_t06397;eco_gcs1_t06398;eco_gcs1_t06396;eco_gcs1_t06400										"
eco_gcs1_t00816	eco0331	lacY	b0343	16128328	"galactoside	permease	"	"eco_gcs1_t00816;eco_gcs1_t00813;eco_gcs1_t00814;eco_gcs1_t00815;eco_gcs1_t00812;eco_gcs1_t00811																	"
eco_gcs1_t05522	eco1980	wzxC	b2046	16129986	"colanic	acid	exporter	"	"eco_gcs1_t05522;eco_gcs1_t05521;eco_gcs1_t05523;eco_gcs1_t05520																"
eco_gcs1_t05945	eco2138	mqo	b2210	16130147	"malate:quinone	oxidoreductase	"	"eco_gcs1_t05945;eco_gcs1_t05946;eco_gcs1_t05947;eco_gcs1_t05948;eco_gcs1_t05949																	"
eco_gcs1_t10272	eco3769	kdgT	b3909	90111665	"2-keto-3-deoxygluconate	permease	"	"eco_gcs1_t10272;eco_gcs1_t10273;eco_gcs1_t10271																	"
eco_gcs1_t09712	eco3559	yidL	b3680	16131550	"predicted	DNA-binding	transcriptional	regulator	"	"eco_gcs1_t09712;eco_gcs1_t09714;eco_gcs1_t09713;eco_gcs1_t09710;eco_gcs1_t09711;eco_gcs1_t09715															"
